id,name,key,code,alt_names,country_id,state_id,part_id,county_id,pop,area,created_at,updated_at
246,Barcelona,barcelona,,,112,,,,,,"2017-12-28 04:32:20.290173","2017-12-28 04:32:20.290173"
247,Sevilla,sevilla,,,112,,,,,,"2017-12-28 04:32:20.301103","2017-12-28 04:32:20.301103"
248,Valencia,valencia,,,112,,,,,,"2017-12-28 04:32:20.312315","2017-12-28 04:32:20.312315"
249,Marseille,marseille,,,114,,,,,,"2017-12-28 04:32:20.331863","2017-12-28 04:32:20.331863"
250,"Lyon (Décines-Charpieu)",lyon,,,114,,,,,,"2017-12-28 04:32:20.338912","2017-12-28 04:32:20.338912"
251,"Lille (Villeneuve-d'Ascq)",lille,,,114,,,,,,"2017-12-28 04:32:20.344752","2017-12-28 04:32:20.344752"
252,Lens,lens,,,114,,,,,,"2017-12-28 04:32:20.351802","2017-12-28 04:32:20.351802"
253,Bordeaux,bordeaux,,,114,,,,,,"2017-12-28 04:32:20.357693","2017-12-28 04:32:20.357693"
254,Saint-Etienne,saintetienne,,,114,,,,,,"2017-12-28 04:32:20.363977","2017-12-28 04:32:20.363977"
255,Toulouse,toulouse,,,114,,,,,,"2017-12-28 04:32:20.370729","2017-12-28 04:32:20.370729"
256,Nice,nice,,,114,,,,,,"2017-12-28 04:32:20.376581","2017-12-28 04:32:20.376581"
257,Roma,roma,,,117,,,,,,"2017-12-28 04:32:20.384188","2017-12-28 04:32:20.384188"
258,Bari,bari,,,117,,,,,,"2017-12-28 04:32:20.389871","2017-12-28 04:32:20.389871"
259,Milano,milano,,,117,,,,,,"2017-12-28 04:32:20.396255","2017-12-28 04:32:20.396255"
260,Napoli,napoli,,,117,,,,,,"2017-12-28 04:32:20.403309","2017-12-28 04:32:20.403309"
261,Amsterdam,amsterdam,,,120,,,,,,"2017-12-28 04:32:20.412727","2017-12-28 04:32:20.412727"
262,Rotterdam,rotterdam,,,120,,,,,,"2017-12-28 04:32:20.419855","2017-12-28 04:32:20.419855"
263,Warszawa,warszawa,,,128,,,,,,"2017-12-28 04:32:20.426209","2017-12-28 04:32:20.426209"
264,Gdansk,gdansk,,,128,,,,,,"2017-12-28 04:32:20.433646","2017-12-28 04:32:20.433646"
265,"Wrocław",wroclaw,,,128,,,,,,"2017-12-28 04:32:20.439223","2017-12-28 04:32:20.439223"
266,Poznan,poznan,,,128,,,,,,"2017-12-28 04:32:20.445348","2017-12-28 04:32:20.445348"
267,Lisboa,lisboa,,,121,,,,,,"2017-12-28 04:32:20.453275","2017-12-28 04:32:20.453275"
268,Porto,porto,,,121,,,,,,"2017-12-28 04:32:20.464702","2017-12-28 04:32:20.464702"
269,Kiev,kiev,,,142,,,,,,"2017-12-28 04:32:20.471960","2017-12-28 04:32:20.471960"
270,Donetsk,donetsk,,,142,,,,,,"2017-12-28 04:32:20.477426","2017-12-28 04:32:20.477426"
271,Kharkiv,kharkiv,,,142,,,,,,"2017-12-28 04:32:20.484162","2017-12-28 04:32:20.484162"
272,Lviv,lviv,,,142,,,,,,"2017-12-28 04:32:20.489715","2017-12-28 04:32:20.489715"
273,Montreal,montreal,,Quebec,170,,,,,,"2017-12-28 04:32:20.497726","2017-12-28 04:32:20.497726"
274,Pasadena,pasadena,,,171,,,,,,"2017-12-28 04:32:20.537897","2017-12-28 04:32:20.537897"
275,Carson,carson,,,171,,,,,,"2017-12-28 04:32:20.543732","2017-12-28 04:32:20.543732"
276,Seattle,seattle,,,171,,,,,,"2017-12-28 04:32:20.550563","2017-12-28 04:32:20.550563"
277,Denver,denver,,,171,,,,,,"2017-12-28 04:32:20.556002","2017-12-28 04:32:20.556002"
278,"Commerce City",commercecity,,,171,,,,,,"2017-12-28 04:32:20.562769","2017-12-28 04:32:20.562769"
279,Harrison,harrison,,,171,,,,,,"2017-12-28 04:32:20.569167","2017-12-28 04:32:20.569167"
280,Baltimore,baltimore,,,171,,,,,,"2017-12-28 04:32:20.577769","2017-12-28 04:32:20.577769"
281,"Miami (Miami Gardens)",miami,,,171,,,,,,"2017-12-28 04:32:20.590443","2017-12-28 04:32:20.590443"
282,"Salt Lake City (Sandy)",saltlakecity,,,171,,,,,,"2017-12-28 04:32:20.605063","2017-12-28 04:32:20.605063"
283,"Lanús",lanus,,,187,,,,,,"2017-12-28 04:32:20.624365","2017-12-28 04:32:20.624365"
284,Rosario,rosario,,,187,,,,,,"2017-12-28 04:32:20.632240","2017-12-28 04:32:20.632240"
285,"Sarandí",sarandi,,,187,,,,,,"2017-12-28 04:32:20.637916","2017-12-28 04:32:20.637916"
286,"Rio de Janeiro",riodejaneiro,,,189,,,,,,"2017-12-28 04:32:20.650507","2017-12-28 04:32:20.650507"
287,"São Paulo",saopaulo,,,189,,,,,,"2017-12-28 04:32:20.661266","2017-12-28 04:32:20.661266"
288,Fortaleza,fortaleza,,,189,,,,,,"2017-12-28 04:32:20.669060","2017-12-28 04:32:20.669060"
289,"Belo Horizonte",belohorizonte,,,189,,,,,,"2017-12-28 04:32:20.674718","2017-12-28 04:32:20.674718"
290,Salvador,salvador,,,189,,,,,,"2017-12-28 04:32:20.687291","2017-12-28 04:32:20.687291"
291,"Cuiabá",cuiaba,,,189,,,,,,"2017-12-28 04:32:20.693250","2017-12-28 04:32:20.693250"
292,Manaus,manaus,,,189,,,,,,"2017-12-28 04:32:20.701564","2017-12-28 04:32:20.701564"
293,Natal,natal,,,189,,,,,,"2017-12-28 04:32:20.707171","2017-12-28 04:32:20.707171"
294,"Porto Alegre",portoalegre,,,189,,,,,,"2017-12-28 04:32:20.713585","2017-12-28 04:32:20.713585"
295,Recife,recife,,,189,,,,,,"2017-12-28 04:32:20.724585","2017-12-28 04:32:20.724585"
296,Curitiba,curitiba,,,189,,,,,,"2017-12-28 04:32:20.732807","2017-12-28 04:32:20.732807"
297,"Santiago de Chile",santiagodechile,,,190,,,,,,"2017-12-28 04:32:20.744503","2017-12-28 04:32:20.744503"
298,Cali,cali,,,191,,,,,,"2017-12-28 04:32:20.761628","2017-12-28 04:32:20.761628"
299,"Medellín",medellin,,,191,,,,,,"2017-12-28 04:32:20.777237","2017-12-28 04:32:20.777237"
300,"Sangolquí",sangolqui,,,192,,,,,,"2017-12-28 04:32:20.783857","2017-12-28 04:32:20.783857"
301,Guayaquil,guayaquil,,,192,,,,,,"2017-12-28 04:32:20.789520","2017-12-28 04:32:20.789520"
302,Huancayo,huancayo,,,193,,,,,,"2017-12-28 04:32:20.803146","2017-12-28 04:32:20.803146"
303,Barinas,barinas,,,196,,,,,,"2017-12-28 04:32:20.837403","2017-12-28 04:32:20.837403"
304,"Puerto La Cruz",puertolacruz,,,196,,,,,,"2017-12-28 04:32:20.842960","2017-12-28 04:32:20.842960"
