id,msg,level,app,tag,pid,tid,ts,created_at,updated_at
162,"city with key laplata missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.189756","2017-12-28 04:32:37.189756"
163,"city with key santafe missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.193064","2017-12-28 04:32:37.193064"
164,"city with key santafe missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.197410","2017-12-28 04:32:37.197410"
165,"city with key rafaela missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.203314","2017-12-28 04:32:37.203314"
166,"city with key cordoba missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.206311","2017-12-28 04:32:37.206311"
167,"city with key mendoza missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.209856","2017-12-28 04:32:37.209856"
168,"city with key sanjuan missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.212919","2017-12-28 04:32:37.212919"
169,"city with key potosi missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.221699","2017-12-28 04:32:37.221699"
170,"city with key oruro missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.225560","2017-12-28 04:32:37.225560"
171,"city with key talcahuano missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.242129","2017-12-28 04:32:37.242129"
172,"city with key iquique missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.245731","2017-12-28 04:32:37.245731"
173,"city with key loja missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.278413","2017-12-28 04:32:37.278413"
174,"city with key chiclayo missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.289177","2017-12-28 04:32:37.289177"
175,"city with key cuzco missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.297030","2017-12-28 04:32:37.297030"
176,"city with key trujillo missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.301157","2017-12-28 04:32:37.301157"
177,"unknown type for value >C. N. de F.< - key nacional",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.319074","2017-12-28 04:32:37.319074"
178,"city with key providence missing",warn,,,14013,10252500,"2017-12-28 04:32:37 +0000","2017-12-28 04:32:37.393204","2017-12-28 04:32:37.393204"
179,"unknown type for value >Erste Liga/Bgld.< - key mattersburg",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.098939","2017-12-28 04:33:18.098939"
180,"unknown type for value >Regionalliga West/Sbg.< - key salzburgii",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.107959","2017-12-28 04:33:18.107959"
181,"unknown type for value >Erste Liga/NÖ< - key wrneustadt",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.127388","2017-12-28 04:33:18.127388"
182,"unknown type for value >Erste Liga/Tirol< - key innsbruck",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.130931","2017-12-28 04:33:18.130931"
183,"unknown type for value >Erste Liga/Vbg.< - key alustenau",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.134100","2017-12-28 04:33:18.134100"
184,"unknown type for value >Erste Liga/NÖ< - key stpoelten",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.137168","2017-12-28 04:33:18.137168"
185,"unknown type for value >Erste Liga/Stmk.< - key ksv",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.142917","2017-12-28 04:33:18.142917"
186,"unknown type for value >Erste Liga/Ktn.< - key aklagenfurt",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.147162","2017-12-28 04:33:18.147162"
187,"unknown type for value >Erste Liga/Sbg.< - key asalzburg",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.150047","2017-12-28 04:33:18.150047"
188,"unknown type for value >Erste Liga/Sbg.< - key liefering",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.152777","2017-12-28 04:33:18.152777"
189,"unknown type for value >Erste Liga/Wien< - key fac",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.155613","2017-12-28 04:33:18.155613"
190,"unknown type for value >Erste Liga/OÖ< - key lask",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.159155","2017-12-28 04:33:18.159155"
191,"unknown type for value >Regionalliga Ost/Bgld.< - key oberwart",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.165292","2017-12-28 04:33:18.165292"
192,"unknown type for value >Regionalliga Ost/Bgld.< - key stegersbach",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.170259","2017-12-28 04:33:18.170259"
193,"unknown type for value >Regionalliga Mitte/Ktn.< - key vsv",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.186247","2017-12-28 04:33:18.186247"
194,"unknown type for value >Regionalliga Mitte/Ktn.< - key klagenfurt",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.189034","2017-12-28 04:33:18.189034"
195,"unknown type for value >Kärntner Liga< - key spittal",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.191958","2017-12-28 04:33:18.191958"
196,"unknown type for value >Regionalliga Ost/NÖ< - key horn",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.205993","2017-12-28 04:33:18.205993"
197,"unknown type for value >Regionalliga Ost/NÖ< - key sollenau",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.209448","2017-12-28 04:33:18.209448"
198,"unknown type for value >Regionalliga Ost/NÖ< - key amstetten",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.212823","2017-12-28 04:33:18.212823"
199,"unknown type for value >Regionalliga Ost/NÖ< - key retz",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.216553","2017-12-28 04:33:18.216553"
200,"unknown type for value >Regionalliga Ost/NÖ< - key obergrafendorf",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.219180","2017-12-28 04:33:18.219180"
201,"unknown type for value >Landesliga/NÖ< - key badvoeslau",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.221760","2017-12-28 04:33:18.221760"
202,"unknown type for value >Landesliga/NÖ< - key gaflenz",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.224377","2017-12-28 04:33:18.224377"
203,"unknown type for value >Landesliga/NÖ< - key ardagger",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.227698","2017-12-28 04:33:18.227698"
204,"unknown type for value >2. Landesliga West/NÖ< - key rohrendorf",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.230300","2017-12-28 04:33:18.230300"
205,"unknown type for value >2. Liga Süd/NÖ< - key heiligenkreuz",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.232939","2017-12-28 04:33:18.232939"
206,"unknown type for value >USC Grafenwörth|Grafenwörth< - key grafenwoerth",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.261792","2017-12-28 04:33:18.261792"
207,"unknown type for value >Regionalliga Mitte/OÖ< - key linz",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.272859","2017-12-28 04:33:18.272859"
208,"unknown type for value >Regionalliga Mitte/OÖ< - key pasching",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.275689","2017-12-28 04:33:18.275689"
209,"unknown type for value >Regionalliga Mitte/OÖ< - key voecklamarkt",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.278416","2017-12-28 04:33:18.278416"
210,"unknown type for value >Regionalliga Mitte/OÖ< - key stflorian",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.282576","2017-12-28 04:33:18.282576"
211,"unknown type for value >Regionalliga Mitte/OÖ< - key wallern",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.285183","2017-12-28 04:33:18.285183"
212,"unknown type for value >OÖ Liga< - key micheldorf",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.287743","2017-12-28 04:33:18.287743"
213,"unknown type for value >Regionalliga West/Sbg.< - key stjohann",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.297766","2017-12-28 04:33:18.297766"
214,"unknown type for value >Regionalliga West/Sbg.< - key neumarkt",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.300421","2017-12-28 04:33:18.300421"
215,"unknown type for value >Regionalliga West/Sbg.< - key seekirchen",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.304015","2017-12-28 04:33:18.304015"
216,"unknown type for value >Regionalliga West/Sbg.< - key walsgruenau",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.307260","2017-12-28 04:33:18.307260"
217,"unknown type for value >Salzburger Liga< - key sak",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.311147","2017-12-28 04:33:18.311147"
218,"unknown type for value >Regionalliga Mitte/Stmk.< - key kalsdorf",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.320931","2017-12-28 04:33:18.320931"
219,"unknown type for value >Regionalliga Mitte/Stmk.< - key gratkorn",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.323601","2017-12-28 04:33:18.323601"
220,"unknown type for value >Regionalliga Mitte/Stmk.< - key allerheiligen",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.326833","2017-12-28 04:33:18.326833"
221,"unknown type for value >Landesliga/Stmk.< - key dsc",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.332523","2017-12-28 04:33:18.332523"
222,"unknown type for value >Regionalliga West/Tirol< - key kufstein",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.343692","2017-12-28 04:33:18.343692"
223,"unknown type for value >Regionalliga West/Tirol< - key wattens",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.347795","2017-12-28 04:33:18.347795"
224,"unknown type for value >Regionalliga West/Tirol< - key schwaz",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.350686","2017-12-28 04:33:18.350686"
225,"unknown type for value >Tirol Liga< - key reutte",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.353460","2017-12-28 04:33:18.353460"
226,"unknown type for value >Regionalliga West/Vbg.< - key hard",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.365258","2017-12-28 04:33:18.365258"
227,"unknown type for value >Regionalliga West/Vbg.< - key bregenz",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.368222","2017-12-28 04:33:18.368222"
228,"unknown type for value >Regionalliga West/Vbg.< - key dornbirn",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.372451","2017-12-28 04:33:18.372451"
229,"unknown type for value >Vorarlberg Liga< - key wolfurt",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.375108","2017-12-28 04:33:18.375108"
230,"unknown type for value >Regionalliga Ost/Wien< - key wienersk",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.388220","2017-12-28 04:33:18.388220"
231,"unknown type for value >Regionalliga Ost/Wien< - key viktoria",warn,,,14013,10252500,"2017-12-28 04:33:18 +0000","2017-12-28 04:33:18.393178","2017-12-28 04:33:18.393178"
232,"city with key cottbus missing",warn,,,14013,10252500,"2017-12-28 04:33:33 +0000","2017-12-28 04:33:33.724220","2017-12-28 04:33:33.724220"
233,"city with key regensburg missing",warn,,,14013,10252500,"2017-12-28 04:33:33 +0000","2017-12-28 04:33:33.769083","2017-12-28 04:33:33.769083"
234,"city with key malaga missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.638135","2017-12-28 04:34:06.638135"
235,"city with key bilbao missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.642250","2017-12-28 04:34:06.642250"
236,"city with key granada missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.646975","2017-12-28 04:34:06.646975"
237,"city with key vigo missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.650257","2017-12-28 04:34:06.650257"
238,"city with key sansebastian missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.653337","2017-12-28 04:34:06.653337"
239,"city with key valladolid missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.656216","2017-12-28 04:34:06.656216"
240,"city with key acoruna missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.660066","2017-12-28 04:34:06.660066"
241,"city with key elche missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.672690","2017-12-28 04:34:06.672690"
242,"city with key almeria missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.675998","2017-12-28 04:34:06.675998"
243,"city with key pamplona missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.682411","2017-12-28 04:34:06.682411"
244,"city with key villarreal missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.685304","2017-12-28 04:34:06.685304"
245,"city with key palma missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.705686","2017-12-28 04:34:06.705686"
246,"city with key zaragoza missing",warn,,,14013,10252500,"2017-12-28 04:34:06 +0000","2017-12-28 04:34:06.716466","2017-12-28 04:34:06.716466"
247,"city with key genova missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.635899","2017-12-28 04:34:27.635899"
248,"city with key genova missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.639560","2017-12-28 04:34:27.639560"
249,"city with key torino missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.645250","2017-12-28 04:34:27.645250"
250,"city with key torino missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.650005","2017-12-28 04:34:27.650005"
251,"city with key bergamo missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.655582","2017-12-28 04:34:27.655582"
252,"city with key verona missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.659690","2017-12-28 04:34:27.659690"
253,"city with key firenze missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.663868","2017-12-28 04:34:27.663868"
254,"city with key udine missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.668120","2017-12-28 04:34:27.668120"
255,"city with key sassuolo missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.671744","2017-12-28 04:34:27.671744"
256,"city with key palermo missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.677905","2017-12-28 04:34:27.677905"
257,"city with key empoli missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.683085","2017-12-28 04:34:27.683085"
258,"city with key bologna missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.686423","2017-12-28 04:34:27.686423"
259,"city with key cagliari missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.689719","2017-12-28 04:34:27.689719"
260,"city with key crotone missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.694117","2017-12-28 04:34:27.694117"
261,"city with key pescara missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.697351","2017-12-28 04:34:27.697351"
262,"city with key parma missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.702879","2017-12-28 04:34:27.702879"
263,"city with key catania missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.706149","2017-12-28 04:34:27.706149"
264,"city with key livorno missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.711714","2017-12-28 04:34:27.711714"
265,"city with key siena missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.716475","2017-12-28 04:34:27.716475"
266,"city with key carpi missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.719859","2017-12-28 04:34:27.719859"
267,"city with key Frosinone missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.723581","2017-12-28 04:34:27.723581"
268,"city with key verona missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.727769","2017-12-28 04:34:27.727769"
269,"city with key cesena missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.731928","2017-12-28 04:34:27.731928"
270,"city with key ferrara missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.735949","2017-12-28 04:34:27.735949"
271,"city with key benevento missing",warn,,,14013,10252500,"2017-12-28 04:34:27 +0000","2017-12-28 04:34:27.739051","2017-12-28 04:34:27.739051"
272,"unknown type for value >FCGB< - key bordeaux",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.368298","2017-12-28 04:34:45.368298"
273,"unknown type for value >ASSE< - key saintetienne",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.379047","2017-12-28 04:34:45.379047"
274,"unknown type for value >LOSC< - key lille",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.383098","2017-12-28 04:34:45.383098"
275,"unknown type for value >SRFC< - key rennes",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.387674","2017-12-28 04:34:45.387674"
276,"unknown type for value >OGCN< - key nice",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.397048","2017-12-28 04:34:45.397048"
277,"unknown type for value >MHSC< - key montpellier",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.400033","2017-12-28 04:34:45.400033"
278,"unknown type for value >ESTAC< - key troyes",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.410500","2017-12-28 04:34:45.410500"
279,"unknown type for value >SB29< - key brest",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.428861","2017-12-28 04:34:45.428861"
280,"unknown type for value >CF63< - key clermont",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.433147","2017-12-28 04:34:45.433147"
281,"unknown type for value >USCL< - key creteil",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.436710","2017-12-28 04:34:45.436710"
282,"unknown type for value >DFCO< - key dijon",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.440978","2017-12-28 04:34:45.440978"
283,"unknown type for value >LAVAL< - key laval",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.448315","2017-12-28 04:34:45.448315"
284,"unknown type for value >ASNL< - key nancy",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.455484","2017-12-28 04:34:45.455484"
285,"unknown type for value >NIORT< - key niort",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.459272","2017-12-28 04:34:45.459272"
286,"unknown type for value >NIMES< - key nimes",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.464124","2017-12-28 04:34:45.464124"
287,"unknown type for value >FCSM< - key sochaux",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.468848","2017-12-28 04:34:45.468848"
288,"unknown type for value >TOURS< - key tours",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.471782","2017-12-28 04:34:45.471782"
289,"unknown type for value >VAFC< - key valenciennes",warn,,,14013,10252500,"2017-12-28 04:34:45 +0000","2017-12-28 04:34:45.476620","2017-12-28 04:34:45.476620"
290,"city with key wil missing",warn,,,14013,10252500,"2017-12-28 04:34:51 +0000","2017-12-28 04:34:51.544138","2017-12-28 04:34:51.544138"
291,"city with key winterthur missing",warn,,,14013,10252500,"2017-12-28 04:34:51 +0000","2017-12-28 04:34:51.547016","2017-12-28 04:34:51.547016"
292,"city with key chiasso missing",warn,,,14013,10252500,"2017-12-28 04:34:51 +0000","2017-12-28 04:34:51.550014","2017-12-28 04:34:51.550014"
293,"city with key biel missing",warn,,,14013,10252500,"2017-12-28 04:34:51 +0000","2017-12-28 04:34:51.553076","2017-12-28 04:34:51.553076"
294,"city with key wohlen missing",warn,,,14013,10252500,"2017-12-28 04:34:51 +0000","2017-12-28 04:34:51.555916","2017-12-28 04:34:51.555916"
295,"city with key schaffhausen missing",warn,,,14013,10252500,"2017-12-28 04:34:51 +0000","2017-12-28 04:34:51.561117","2017-12-28 04:34:51.561117"
296,"  !!!! no round match found for date 2013-09-19T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:34:55 +0000","2017-12-28 04:34:55.625276","2017-12-28 04:34:55.625276"
297,"  !!!! no round match found for date 2014-09-16T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:34:59 +0000","2017-12-28 04:34:59.616995","2017-12-28 04:34:59.616995"
298,"  !!!! no round match found for date 2014-11-04T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:01 +0000","2017-12-28 04:35:01.121889","2017-12-28 04:35:01.121889"
299,"  !!!! no round match found for date 2014-12-09T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:02 +0000","2017-12-28 04:35:02.733855","2017-12-28 04:35:02.733855"
300,"  !!!! no round match found for date 2014-10-21T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:05 +0000","2017-12-28 04:35:05.033032","2017-12-28 04:35:05.033032"
301,"  !!!! no round match found for date 2014-11-25T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:06 +0000","2017-12-28 04:35:06.891830","2017-12-28 04:35:06.891830"
302,"hash reader - found tab (	) replacing w/ two spaces; yaml forbids tabs; see yaml.org/faq.html (path=)",warn,,,14013,10252500,"2017-12-28 04:35:09 +0000","2017-12-28 04:35:09.400686","2017-12-28 04:35:09.400686"
303,"  !!!! no round match found for date 2015-09-15T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:09 +0000","2017-12-28 04:35:09.673497","2017-12-28 04:35:09.673497"
304,"  !!!! no round match found for date 2015-11-03T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:11 +0000","2017-12-28 04:35:11.597723","2017-12-28 04:35:11.597723"
305,"  !!!! no round match found for date 2015-12-08T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:13 +0000","2017-12-28 04:35:13.371501","2017-12-28 04:35:13.371501"
306,"  !!!! no round match found for date 2015-09-29T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:15 +0000","2017-12-28 04:35:15.324683","2017-12-28 04:35:15.324683"
307,"  !!!! no round match found for date 2015-10-20T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:16 +0000","2017-12-28 04:35:16.999857","2017-12-28 04:35:16.999857"
308,"  !!!! no round match found for date 2015-11-24T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:18 +0000","2017-12-28 04:35:18.820356","2017-12-28 04:35:18.820356"
309,"  !!!! no round match found for date 2015-03-06T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:24 +0000","2017-12-28 04:35:24.232990","2017-12-28 04:35:24.232990"
310,"  !!!! no round match found for date 2015-03-07T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:26 +0000","2017-12-28 04:35:26.073589","2017-12-28 04:35:26.073589"
311,"  !!!! no round match found for date 2015-03-08T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:27 +0000","2017-12-28 04:35:27.578278","2017-12-28 04:35:27.578278"
312,"  !!!! no round match found for date 2015-03-13T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:29 +0000","2017-12-28 04:35:29.238485","2017-12-28 04:35:29.238485"
313,"  !!!! no round match found for date 2015-03-14T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:31 +0000","2017-12-28 04:35:31.388357","2017-12-28 04:35:31.388357"
314,"  !!!! no round match found for date 2015-03-15T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:32 +0000","2017-12-28 04:35:32.967328","2017-12-28 04:35:32.967328"
315,"  !!!! no round match found for date 2015-03-21T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:34 +0000","2017-12-28 04:35:34.655922","2017-12-28 04:35:34.655922"
316,"  !!!! no round match found for date 2015-03-22T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:36 +0000","2017-12-28 04:35:36.586436","2017-12-28 04:35:36.586436"
317,"  !!!! no round match found for date 2015-03-28T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:38 +0000","2017-12-28 04:35:38.486201","2017-12-28 04:35:38.486201"
318,"  !!!! no round match found for date 2015-03-29T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:40 +0000","2017-12-28 04:35:40.114330","2017-12-28 04:35:40.114330"
319,"  !!!! no round match found for date 2015-04-03T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:41 +0000","2017-12-28 04:35:41.780365","2017-12-28 04:35:41.780365"
320,"  !!!! no round match found for date 2015-04-04T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:43 +0000","2017-12-28 04:35:43.362464","2017-12-28 04:35:43.362464"
321,"  !!!! no round match found for date 2015-04-05T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:45 +0000","2017-12-28 04:35:45.099314","2017-12-28 04:35:45.099314"
322,"  !!!! no round match found for date 2015-04-08T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:46 +0000","2017-12-28 04:35:46.555510","2017-12-28 04:35:46.555510"
323,"  !!!! no round match found for date 2015-04-10T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:48 +0000","2017-12-28 04:35:48.440853","2017-12-28 04:35:48.440853"
