id,msg,level,app,tag,pid,tid,ts,created_at,updated_at
324,"  !!!! no round match found for date 2015-04-11T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:50 +0000","2017-12-28 04:35:50.295941","2017-12-28 04:35:50.295941"
325,"  !!!! no round match found for date 2015-04-12T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:52 +0000","2017-12-28 04:35:52.111608","2017-12-28 04:35:52.111608"
326,"  !!!! no round match found for date 2015-04-16T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:54 +0000","2017-12-28 04:35:54.054582","2017-12-28 04:35:54.054582"
327,"  !!!! no round match found for date 2015-04-17T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:55 +0000","2017-12-28 04:35:55.624251","2017-12-28 04:35:55.624251"
328,"  !!!! no round match found for date 2015-04-18T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:57 +0000","2017-12-28 04:35:57.660499","2017-12-28 04:35:57.660499"
329,"  !!!! no round match found for date 2015-04-19T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:35:59 +0000","2017-12-28 04:35:59.594970","2017-12-28 04:35:59.594970"
330,"  !!!! no round match found for date 2015-04-24T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:01 +0000","2017-12-28 04:36:01.175239","2017-12-28 04:36:01.175239"
331,"  !!!! no round match found for date 2015-04-25T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:03 +0000","2017-12-28 04:36:03.028783","2017-12-28 04:36:03.028783"
332,"  !!!! no round match found for date 2015-04-26T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:04 +0000","2017-12-28 04:36:04.646343","2017-12-28 04:36:04.646343"
333,"  !!!! no round match found for date 2015-04-29T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:06 +0000","2017-12-28 04:36:06.114953","2017-12-28 04:36:06.114953"
334,"  !!!! no round match found for date 2015-05-01T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:07 +0000","2017-12-28 04:36:07.953991","2017-12-28 04:36:07.953991"
335,"  !!!! no round match found for date 2015-05-02T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:10 +0000","2017-12-28 04:36:10.350802","2017-12-28 04:36:10.350802"
336,"  !!!! no round match found for date 2015-05-03T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:12 +0000","2017-12-28 04:36:12.129580","2017-12-28 04:36:12.129580"
337,"  !!!! no round match found for date 2015-05-05T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:13 +0000","2017-12-28 04:36:13.540828","2017-12-28 04:36:13.540828"
338,"  !!!! no round match found for date 2015-05-06T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:15 +0000","2017-12-28 04:36:15.343404","2017-12-28 04:36:15.343404"
339,"  !!!! no round match found for date 2015-05-08T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:16 +0000","2017-12-28 04:36:16.776342","2017-12-28 04:36:16.776342"
340,"  !!!! no round match found for date 2015-05-09T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:18 +0000","2017-12-28 04:36:18.221411","2017-12-28 04:36:18.221411"
341,"  !!!! no round match found for date 2015-05-10T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:19 +0000","2017-12-28 04:36:19.963672","2017-12-28 04:36:19.963672"
342,"  !!!! no round match found for date 2015-05-13T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:21 +0000","2017-12-28 04:36:21.382292","2017-12-28 04:36:21.382292"
343,"  !!!! no round match found for date 2015-05-15T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:22 +0000","2017-12-28 04:36:22.940617","2017-12-28 04:36:22.940617"
344,"  !!!! no round match found for date 2015-05-16T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:24 +0000","2017-12-28 04:36:24.669457","2017-12-28 04:36:24.669457"
345,"  !!!! no round match found for date 2015-05-17T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:26 +0000","2017-12-28 04:36:26.364189","2017-12-28 04:36:26.364189"
346,"  !!!! no round match found for date 2015-05-20T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:27 +0000","2017-12-28 04:36:27.982762","2017-12-28 04:36:27.982762"
347,"  !!!! no round match found for date 2015-05-22T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:29 +0000","2017-12-28 04:36:29.359470","2017-12-28 04:36:29.359470"
348,"  !!!! no round match found for date 2015-05-23T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:30 +0000","2017-12-28 04:36:30.862010","2017-12-28 04:36:30.862010"
349,"  !!!! no round match found for date 2015-05-24T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:32 +0000","2017-12-28 04:36:32.641960","2017-12-28 04:36:32.641960"
350,"  !!!! no round match found for date 2015-05-27T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:34 +0000","2017-12-28 04:36:34.306638","2017-12-28 04:36:34.306638"
351,"  !!!! no round match found for date 2015-05-29T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:35 +0000","2017-12-28 04:36:35.755541","2017-12-28 04:36:35.755541"
352,"  !!!! no round match found for date 2015-05-30T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:37 +0000","2017-12-28 04:36:37.538539","2017-12-28 04:36:37.538539"
353,"  !!!! no round match found for date 2015-05-31T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:39 +0000","2017-12-28 04:36:39.078783","2017-12-28 04:36:39.078783"
354,"  !!!! no round match found for date 2015-06-03T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:40 +0000","2017-12-28 04:36:40.696584","2017-12-28 04:36:40.696584"
355,"  !!!! no round match found for date 2015-06-05T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:42 +0000","2017-12-28 04:36:42.621369","2017-12-28 04:36:42.621369"
356,"  !!!! no round match found for date 2015-06-06T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:44 +0000","2017-12-28 04:36:44.284227","2017-12-28 04:36:44.284227"
357,"  !!!! no round match found for date 2015-06-07T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:45 +0000","2017-12-28 04:36:45.897792","2017-12-28 04:36:45.897792"
358,"  !!!! no round match found for date 2015-06-13T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:47 +0000","2017-12-28 04:36:47.396692","2017-12-28 04:36:47.396692"
359,"  !!!! no round match found for date 2015-06-14T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:49 +0000","2017-12-28 04:36:49.372944","2017-12-28 04:36:49.372944"
360,"  !!!! no round match found for date 2015-06-19T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:51 +0000","2017-12-28 04:36:51.347507","2017-12-28 04:36:51.347507"
361,"  !!!! no round match found for date 2015-06-20T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:53 +0000","2017-12-28 04:36:53.061268","2017-12-28 04:36:53.061268"
362,"  !!!! no round match found for date 2015-06-21T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:54 +0000","2017-12-28 04:36:54.732214","2017-12-28 04:36:54.732214"
363,"  !!!! no round match found for date 2015-06-24T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:56 +0000","2017-12-28 04:36:56.573986","2017-12-28 04:36:56.573986"
364,"  !!!! no round match found for date 2015-06-26T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:58 +0000","2017-12-28 04:36:58.026732","2017-12-28 04:36:58.026732"
365,"  !!!! no round match found for date 2015-06-27T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:36:59 +0000","2017-12-28 04:36:59.809855","2017-12-28 04:36:59.809855"
366,"  !!!! no round match found for date 2015-06-28T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:02 +0000","2017-12-28 04:37:02.008142","2017-12-28 04:37:02.008142"
367,"  !!!! no round match found for date 2015-07-03T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:03 +0000","2017-12-28 04:37:03.866266","2017-12-28 04:37:03.866266"
368,"  !!!! no round match found for date 2015-07-04T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:06 +0000","2017-12-28 04:37:06.219310","2017-12-28 04:37:06.219310"
369,"  !!!! no round match found for date 2015-07-05T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:08 +0000","2017-12-28 04:37:08.496297","2017-12-28 04:37:08.496297"
370,"  !!!! no round match found for date 2015-07-10T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:10 +0000","2017-12-28 04:37:10.415195","2017-12-28 04:37:10.415195"
371,"  !!!! no round match found for date 2015-07-11T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:12 +0000","2017-12-28 04:37:12.069338","2017-12-28 04:37:12.069338"
372,"  !!!! no round match found for date 2015-07-12T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:13 +0000","2017-12-28 04:37:13.733806","2017-12-28 04:37:13.733806"
373,"  !!!! no round match found for date 2015-07-15T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:15 +0000","2017-12-28 04:37:15.730150","2017-12-28 04:37:15.730150"
374,"  !!!! no round match found for date 2015-07-17T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:17 +0000","2017-12-28 04:37:17.589006","2017-12-28 04:37:17.589006"
375,"  !!!! no round match found for date 2015-07-18T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:19 +0000","2017-12-28 04:37:19.060098","2017-12-28 04:37:19.060098"
376,"  !!!! no round match found for date 2015-07-19T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:20 +0000","2017-12-28 04:37:20.771353","2017-12-28 04:37:20.771353"
377,"  !!!! no round match found for date 2015-07-24T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:22 +0000","2017-12-28 04:37:22.528845","2017-12-28 04:37:22.528845"
378,"  !!!! no round match found for date 2015-07-25T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:24 +0000","2017-12-28 04:37:24.435910","2017-12-28 04:37:24.435910"
379,"  !!!! no round match found for date 2015-07-26T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:26 +0000","2017-12-28 04:37:26.124132","2017-12-28 04:37:26.124132"
380,"  !!!! no round match found for date 2015-08-01T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:27 +0000","2017-12-28 04:37:27.603715","2017-12-28 04:37:27.603715"
381,"  !!!! no round match found for date 2015-08-02T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:29 +0000","2017-12-28 04:37:29.469236","2017-12-28 04:37:29.469236"
382,"  !!!! no round match found for date 2015-08-05T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:31 +0000","2017-12-28 04:37:31.132407","2017-12-28 04:37:31.132407"
383,"  !!!! no round match found for date 2015-08-07T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:32 +0000","2017-12-28 04:37:32.860118","2017-12-28 04:37:32.860118"
384,"  !!!! no round match found for date 2015-08-08T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:34 +0000","2017-12-28 04:37:34.398348","2017-12-28 04:37:34.398348"
385,"  !!!! no round match found for date 2015-08-09T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:36 +0000","2017-12-28 04:37:36.105780","2017-12-28 04:37:36.105780"
386,"  !!!! no round match found for date 2015-08-13T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:37 +0000","2017-12-28 04:37:37.584578","2017-12-28 04:37:37.584578"
387,"  !!!! no round match found for date 2015-08-14T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:39 +0000","2017-12-28 04:37:39.828871","2017-12-28 04:37:39.828871"
388,"  !!!! no round match found for date 2015-08-15T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:42 +0000","2017-12-28 04:37:42.061345","2017-12-28 04:37:42.061345"
389,"  !!!! no round match found for date 2015-08-16T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:44 +0000","2017-12-28 04:37:44.405144","2017-12-28 04:37:44.405144"
390,"  !!!! no round match found for date 2015-08-19T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:46 +0000","2017-12-28 04:37:46.812778","2017-12-28 04:37:46.812778"
391,"  !!!! no round match found for date 2015-08-21T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:48 +0000","2017-12-28 04:37:48.844529","2017-12-28 04:37:48.844529"
392,"  !!!! no round match found for date 2015-08-22T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:51 +0000","2017-12-28 04:37:51.193989","2017-12-28 04:37:51.193989"
393,"  !!!! no round match found for date 2015-08-23T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:53 +0000","2017-12-28 04:37:53.311086","2017-12-28 04:37:53.311086"
394,"  !!!! no round match found for date 2015-08-26T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:55 +0000","2017-12-28 04:37:55.147604","2017-12-28 04:37:55.147604"
395,"  !!!! no round match found for date 2015-08-28T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:57 +0000","2017-12-28 04:37:57.195554","2017-12-28 04:37:57.195554"
396,"  !!!! no round match found for date 2015-08-29T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:37:59 +0000","2017-12-28 04:37:59.320453","2017-12-28 04:37:59.320453"
397,"  !!!! no round match found for date 2015-08-30T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:01 +0000","2017-12-28 04:38:01.260018","2017-12-28 04:38:01.260018"
398,"  !!!! no round match found for date 2015-09-05T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:03 +0000","2017-12-28 04:38:03.557916","2017-12-28 04:38:03.557916"
399,"  !!!! no round match found for date 2015-09-06T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:05 +0000","2017-12-28 04:38:05.550321","2017-12-28 04:38:05.550321"
400,"  !!!! no round match found for date 2015-09-09T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:07 +0000","2017-12-28 04:38:07.515973","2017-12-28 04:38:07.515973"
401,"  !!!! no round match found for date 2015-09-11T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:09 +0000","2017-12-28 04:38:09.815306","2017-12-28 04:38:09.815306"
402,"  !!!! no round match found for date 2015-09-12T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:11 +0000","2017-12-28 04:38:11.345341","2017-12-28 04:38:11.345341"
403,"  !!!! no round match found for date 2015-09-13T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:12 +0000","2017-12-28 04:38:12.914578","2017-12-28 04:38:12.914578"
404,"  !!!! no round match found for date 2015-09-16T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:14 +0000","2017-12-28 04:38:14.846574","2017-12-28 04:38:14.846574"
405,"  !!!! no round match found for date 2015-09-18T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:16 +0000","2017-12-28 04:38:16.746716","2017-12-28 04:38:16.746716"
406,"  !!!! no round match found for date 2015-09-19T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:18 +0000","2017-12-28 04:38:18.951259","2017-12-28 04:38:18.951259"
407,"  !!!! no round match found for date 2015-09-20T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:20 +0000","2017-12-28 04:38:20.619727","2017-12-28 04:38:20.619727"
408,"  !!!! no round match found for date 2015-09-23T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:22 +0000","2017-12-28 04:38:22.190210","2017-12-28 04:38:22.190210"
409,"  !!!! no round match found for date 2015-09-25T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:24 +0000","2017-12-28 04:38:24.020041","2017-12-28 04:38:24.020041"
410,"  !!!! no round match found for date 2015-09-26T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:25 +0000","2017-12-28 04:38:25.820107","2017-12-28 04:38:25.820107"
411,"  !!!! no round match found for date 2015-09-27T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:27 +0000","2017-12-28 04:38:27.675796","2017-12-28 04:38:27.675796"
412,"  !!!! no round match found for date 2015-10-02T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:29 +0000","2017-12-28 04:38:29.407335","2017-12-28 04:38:29.407335"
413,"  !!!! no round match found for date 2015-10-03T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:30 +0000","2017-12-28 04:38:30.997898","2017-12-28 04:38:30.997898"
414,"  !!!! no round match found for date 2015-10-04T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:32 +0000","2017-12-28 04:38:32.735172","2017-12-28 04:38:32.735172"
415,"  !!!! no round match found for date 2015-10-07T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:34 +0000","2017-12-28 04:38:34.456502","2017-12-28 04:38:34.456502"
416,"  !!!! no round match found for date 2015-10-10T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:35 +0000","2017-12-28 04:38:35.964223","2017-12-28 04:38:35.964223"
417,"  !!!! no round match found for date 2015-10-14T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:37 +0000","2017-12-28 04:38:37.635816","2017-12-28 04:38:37.635816"
418,"  !!!! no round match found for date 2015-10-16T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:39 +0000","2017-12-28 04:38:39.455277","2017-12-28 04:38:39.455277"
419,"  !!!! no round match found for date 2015-10-17T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:40 +0000","2017-12-28 04:38:40.862408","2017-12-28 04:38:40.862408"
420,"  !!!! no round match found for date 2015-10-18T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:42 +0000","2017-12-28 04:38:42.477945","2017-12-28 04:38:42.477945"
421,"  !!!! no round match found for date 2015-10-25T12:00:00+00:00",warn,,,14013,10252500,"2017-12-28 04:38:43 +0000","2017-12-28 04:38:43.987758","2017-12-28 04:38:43.987758"
422,"unknown type for value >twitter: CF_America< - key america",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.937263","2017-12-28 04:39:04.937263"
423,"city with key mexico missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.941099","2017-12-28 04:39:04.941099"
424,"unknown type for value >twitter: Cruz_Azul_FC< - key cruzazul",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.945174","2017-12-28 04:39:04.945174"
425,"city with key mexico missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.946578","2017-12-28 04:39:04.946578"
426,"unknown type for value >twitter: PumasMX< - key pumas",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.951149","2017-12-28 04:39:04.951149"
427,"city with key mexico missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.954323","2017-12-28 04:39:04.954323"
428,"unknown type for value >twitter: Rayados< - key monterrey",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.958881","2017-12-28 04:39:04.958881"
429,"city with key monterrey missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.960737","2017-12-28 04:39:04.960737"
430,"unknown type for value >twitter: TigresOficial< - key tigres",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.964350","2017-12-28 04:39:04.964350"
431,"city with key monterrey missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.965862","2017-12-28 04:39:04.965862"
432,"unknown type for value >twitter: Chivas< - key chivas",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.970805","2017-12-28 04:39:04.970805"
433,"city with key guadalajara missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.972462","2017-12-28 04:39:04.972462"
434,"unknown type for value >futbol.atlas.com.mx< - key atlas",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.975885","2017-12-28 04:39:04.975885"
435,"unknown type for value >twitter: atlasoficial< - key atlas",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.977149","2017-12-28 04:39:04.977149"
436,"city with key guadalajara missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.978533","2017-12-28 04:39:04.978533"
437,"unknown type for value >twitter: FCAtlante< - key atlante",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.981943","2017-12-28 04:39:04.981943"
438,"city with key cancun missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.984287","2017-12-28 04:39:04.984287"
439,"unknown type for value >twitter: SoyJaguar< - key jaguares",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.988197","2017-12-28 04:39:04.988197"
440,"city with key tuxtla missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.989642","2017-12-28 04:39:04.989642"
441,"unknown type for value >twitter: clubleonfc< - key leon",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.992780","2017-12-28 04:39:04.992780"
442,"city with key leon missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.994079","2017-12-28 04:39:04.994079"
443,"unknown type for value >twitter: FuerzaMonarca< - key morelia",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.997576","2017-12-28 04:39:04.997576"
444,"city with key morelia missing",warn,,,14013,10252500,"2017-12-28 04:39:04 +0000","2017-12-28 04:39:04.999003","2017-12-28 04:39:04.999003"
445,"unknown type for value >twitter: Tuzos< - key pachuca",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.002166","2017-12-28 04:39:05.002166"
446,"city with key pachuca missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.004384","2017-12-28 04:39:05.004384"
447,"unknown type for value >twitter: PueblaFC< - key puebla",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.008187","2017-12-28 04:39:05.008187"
448,"city with key puebla missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.009428","2017-12-28 04:39:05.009428"
449,"unknown type for value >twitter: Club_Queretaro< - key queretaro",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.012424","2017-12-28 04:39:05.012424"
450,"city with key queretaro missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.013898","2017-12-28 04:39:05.013898"
451,"unknown type for value >twitter: ClubSantos< - key santos",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.018106","2017-12-28 04:39:05.018106"
452,"city with key torreon missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.020344","2017-12-28 04:39:05.020344"
453,"unknown type for value >twitter: XolosOficial< - key tijuana",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.028446","2017-12-28 04:39:05.028446"
454,"city with key tijuana missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.029871","2017-12-28 04:39:05.029871"
455,"unknown type for value >twitter: deptolucafc‎< - key toluca",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.033013","2017-12-28 04:39:05.033013"
456,"city with key toluca missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.034295","2017-12-28 04:39:05.034295"
457,"unknown type for value >twitter: tiburonesrojos< - key veracruz",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.037330","2017-12-28 04:39:05.037330"
458,"city with key veracruz missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.038657","2017-12-28 04:39:05.038657"
459,"city with key sanluispotosi missing",warn,,,14013,10252500,"2017-12-28 04:39:05 +0000","2017-12-28 04:39:05.054439","2017-12-28 04:39:05.054439"
460,"city with key santos missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.007674","2017-12-28 04:39:10.007674"
461,"city with key campinas missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.014470","2017-12-28 04:39:10.014470"
462,"city with key florianopolis missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.051637","2017-12-28 04:39:10.051637"
463,"city with key chapeco missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.057120","2017-12-28 04:39:10.057120"
464,"city with key criciuma missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.071614","2017-12-28 04:39:10.071614"
465,"city with key florianopolis missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.075319","2017-12-28 04:39:10.075319"
466,"city with key joinvile missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.078297","2017-12-28 04:39:10.078297"
467,"city with key goiania missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.081982","2017-12-28 04:39:10.081982"
468,"city with key goiania missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.087866","2017-12-28 04:39:10.087866"
469,"city with key goiania missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.091421","2017-12-28 04:39:10.091421"
470,"city with key bragancapaulista missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.095720","2017-12-28 04:39:10.095720"
471,"city with key itapolis missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.100472","2017-12-28 04:39:10.100472"
472,"city with key londrina missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.103532","2017-12-28 04:39:10.103532"
473,"city with key juizdefora missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.117159","2017-12-28 04:39:10.117159"
474,"city with key pelotas missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.121136","2017-12-28 04:39:10.121136"
475,"city with key belem missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.126603","2017-12-28 04:39:10.126603"
476,"city with key maceio missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.131386","2017-12-28 04:39:10.131386"
477,"city with key lucasdorioverde missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.135226","2017-12-28 04:39:10.135226"
478,"city with key saoluis missing",warn,,,14013,10252500,"2017-12-28 04:39:10 +0000","2017-12-28 04:39:10.138341","2017-12-28 04:39:10.138341"
